91.705300 130.291400
110.082700 121.030200
125.363100 60.078500
139.023000 124.801100
195.156700 183.235000
58.530700 26.333900
152.892900 119.921600
90.647900 171.470300
27.069900 168.009000
32.044000 158.392600
140.103200 144.332900
18.368200 50.576400
7.161500 159.796100
127.927300 146.127500
158.403800 184.492300
156.054000 101.744300
114.783700 66.136800
22.774600 40.146900
177.850500 13.432800
164.948000 24.642400
196.667800 75.113900
50.976300 1.195900
46.670700 141.624200
172.666300 125.375900
109.633200 56.345500
83.768500 101.371600
52.313600 153.772000
3.583200 59.475100
113.568100 131.510600
57.237900 71.971900
167.638100 13.291900
173.716300 82.421900
131.063900 48.126100
174.204000 108.914400
113.194100 190.787200
133.556900 161.497200
117.536400 36.168400
162.693100 15.842300
177.792700 135.359400
141.218200 139.061100
43.340100 24.986800
92.068000 95.653800
30.394000 95.651200
155.128900 143.962100
78.797000 12.366800
67.569300 46.435200
77.294000 92.920800
128.857100 8.357900
192.682100 154.696300
117.272400 105.876200
197.118700 102.464500
119.008600 114.655100
138.632900 81.701800
130.497500 168.060800
68.696400 71.715700
158.757200 112.036600
148.337700 50.825200
7.690400 178.731700
146.476400 14.454500
174.329100 25.273500
26.821400 93.533600
123.343900 104.115400
186.454400 103.836200
164.108500 30.771700
58.532500 133.016100
188.283100 55.651200
35.480600 107.291800
21.941600 25.748800
188.993600 152.439100
45.444800 109.325200
75.790000 4.202000
21.361800 75.763000
55.027200 29.052200
54.494700 53.138900
43.506800 80.459000
130.047600 121.963400
173.992600 105.026700
77.714000 12.082200
8.862900 41.822500
94.489100 67.395400
174.838700 82.772300
174.681800 61.954500
190.064100 196.623400
139.338500 30.692900
0.697700 184.783400
140.018100 76.487800
40.620600 161.380000
152.250800 95.647900
42.067400 58.380700
0.422000 137.209400
190.475000 182.104800
110.808000 16.102800
87.131500 40.157200
28.185100 95.994400
81.979800 174.309400
15.025000 108.453700
57.081700 41.342000
22.043400 98.781000
37.965500 161.382000
129.473900 90.298400
197.800600 121.127300
18.421400 38.421200
134.142500 22.307400
185.704300 176.209900
80.688200 186.126300
165.054600 122.798400
19.866300 75.862600
138.901200 158.633000
167.655100 18.721500
106.262600 101.270100
193.031000 121.287600
9.723800 50.112700
162.629700 83.402400
0.529000 52.230400
96.419600 181.638100
142.528800 94.220200
102.765400 12.585500
132.641500 36.907900
34.892900 118.345800
64.753100 167.216300
156.107400 29.807700
90.014700 175.973700
157.305500 28.916000
134.606800 124.960600
47.637500 92.504600
77.865900 40.668500
13.792300 139.224900
142.416500 28.057200
22.627400 194.580700
131.922800 119.047000
176.218800 126.086800
13.267300 78.984300
138.672300 145.908800
115.892200 173.565300
64.254600 180.645300
140.781600 71.997200
62.088200 30.796400
47.971000 71.029000
59.712400 34.213000
47.624800 158.985100
126.717600 125.490800
51.288900 192.145100
64.715700 45.340600
71.837500 87.343100
39.921300 3.760300
58.025400 16.140100
181.482400 71.292700
95.124400 120.154700
68.836700 62.651900
93.720000 184.726500
94.932400 86.136900
56.723800 157.020700
116.933300 156.330000
79.684900 28.280900
42.178200 127.309700
38.901200 20.531000
104.435700 90.190100
64.311400 169.151500
135.530700 136.148900
108.129800 175.452000
191.544500 17.790400
43.227400 173.026900
140.718300 138.351800
144.816800 9.555000
52.638900 90.172100
45.916800 147.571400
176.309000 154.275800
156.227300 144.877500
110.605800 35.912200
24.793600 4.419200
14.857100 115.330000
24.950200 119.292900
5.520200 89.261600
140.079600 192.686100
77.045800 99.844600
19.773400 120.225500
117.635100 63.000800
144.887600 58.353400
52.987800 89.704400
119.543700 105.626800
31.511700 165.460500
53.198200 59.455900
171.371500 9.425500
55.968600 133.612500
96.972900 80.762200
138.031700 111.830000
196.092300 162.981900
82.758100 53.247700
103.878800 22.837700
97.569000 32.559800
122.682400 117.342400
152.785300 91.952700
31.978400 97.672900
150.306100 84.966300
39.012500 121.485000
42.228300 122.159500
138.580700 95.426500
181.615400 109.952200
156.487200 37.584100
43.564700 53.460100
169.981500 181.596400
165.290100 17.709000
196.213600 48.048300
122.591900 151.727600
122.521200 20.161000
184.287400 45.203600
137.503400 188.707900
188.791500 169.481900
138.016000 139.097700
106.083400 28.663700
112.217900 148.311700
150.823200 50.798700
95.373400 184.073900
160.750900 51.860600
21.658000 55.950900
105.320700 43.274700
89.182500 122.246000
60.983800 137.031300
21.929500 183.575700
88.758900 144.450800
3.736700 124.681500
41.289600 192.875400
165.024600 30.081200
13.992500 154.675800
20.814100 120.075900
183.339600 133.032000
120.022800 185.798000
183.830700 15.396200
169.871900 196.216900
67.256800 43.165100
52.167800 24.212700
86.439900 192.985500
146.458700 147.423700
130.016900 168.388300
182.634600 18.775800
112.839100 186.371400
195.092600 5.763900
179.246800 160.117200
35.845100 44.874500
166.428300 56.659200
164.950400 149.767900
189.691300 84.973200
135.565900 25.157200
100.369400 157.073100
21.374100 19.261400
0.238200 125.177100
43.474100 86.678100
118.162700 41.568000
34.101800 48.179600
9.956300 16.736500
118.590600 174.430600
54.743100 113.683200
180.194600 85.625100
125.435700 16.039700
130.499600 91.864000
124.334200 147.085200
93.267100 114.025500
32.058400 80.468200
190.817900 184.063000
37.541300 12.192100
54.959600 37.779600
189.004400 98.433700
124.457700 107.167100
140.001700 10.194800
6.981900 1.593300
78.566500 125.572600
27.659100 184.944800
90.891000 7.853700
70.569900 67.961900
75.528700 52.704700
11.461100 199.862900
199.789900 156.363400
165.523600 83.483500
36.831700 156.341500
119.181700 74.373000
20.168800 174.141300
163.787800 60.808500
124.210200 88.245600
19.610800 115.847100
150.075600 26.592800
169.075600 80.277300
3.800600 196.734800
65.222100 146.326800
4.588500 187.427200
65.924000 131.752400
40.131900 77.385100
183.250500 91.557000
33.748600 148.774100
26.675700 122.215500
156.750900 145.857400
196.588500 28.554900
171.633900 160.376400
89.363400 147.479300
100.257200 160.609500
63.326400 101.968000
187.202300 32.402100
182.245300 42.638100
80.772100 47.467400
188.964900 136.995800
34.894600 106.524100
68.748300 126.661700
183.909300 51.998800
